🕘️更新时间,#genre#
山东卫视,https://zby.130519.xyz/PLTV/11/224/3221225733/index.m3u8
山西卫视,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
山西卫视,https://zby.130519.xyz/PLTV/11/224/3221226113/index.m3u8
陕西卫视,http://iptv.cqshushu.com/migu.php?pid=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3
陕西卫视,http://hlsbkmgsplive.miguvideo.com/migu/kailu/shan3xiws/57/20220809/index.m3u8
四川卫视,http://iptv.huuc.edu.cn/hls/schd.m3u8
四川卫视,http://lu.wqwqwq.sbs/itv/5000000004000006119.m3u8?cdn=bestzb
四川卫视,http://live.wqwqwq.sbs/itv/5000000004000006119.m3u8?cdn=bestzb
四川卫视,https://hls-gateway.vpstv.net/streams/476917.m3u8
四川卫视,https://zby.130519.xyz/PLTV/11/224/3221226152/index.m3u8
深圳卫视,http://43.251.226.89:8080/play/394.m3u8
深圳卫视,http://iptv.cqshushu.com/gddf.php?id=szws&token=263b9cc89eb51ce670b1043b52f2b2d3
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
深圳卫视,http://z.b.bkpcp.top/m.php?id=szws
深圳卫视,http://3501776.xyz:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
深圳卫视,http://lu.wqwqwq.sbs/itv/1000000005000265028.m3u8?cdn=ystenlive
深圳卫视,https://hls-gateway.vpstv.net/streams/476913.m3u8
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8
三沙卫视,http://iptv.cqshushu.com/migu.php?pid=hn_ssws&token=263b9cc89eb51ce670b1043b52f2b2d3
三沙卫视,https://live3.hnntv.cn/srs/tv/ssws.m3u8
天津卫视,http://iptv.huuc.edu.cn/hls/tjhd.m3u8
天津卫视,http://3501776.xyz:35455/itv/1000000005000265026.m3u8?cdn=ystenlive
天津卫视,http://live.wqwqwq.sbs/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视,http://lu.wqwqwq.sbs/itv/1000000005000265026.m3u8?cdn=ystenlive
天津卫视,http://cdn.jdshipin.com:8880/ysp.php?id=tjws
天津卫视,https://hls-gateway.vpstv.net/streams/708872.m3u8
天津卫视,https://zby.130519.xyz/PLTV/11/224/3221225742/index.m3u8
西藏卫视,http://43.251.226.89:8080/play/220.m3u8
新疆卫视,http://nas.jdshipin.com:8801/xjtv.php?id=xjws
新疆卫视,http://cdn.jdshipin.com:8880/ysp.php?id=xjws
云南卫视,http://live.wqwqwq.sbs/itv/5000000011000031120.m3u8?cdn=bestzb
云南卫视,https://hls-gateway.vpstv.net/streams/708863.m3u8
云南卫视,https://zby.130519.xyz/PLTV/11/224/3221226109/index.m3u8

☘️广东频道,#genre#
广东珠江,http://43.251.226.89:8080/play/751.m3u8
广东珠江,http://43.251.226.89:8080/play/772.m3u8
广东珠江,http://43.251.226.89:8080/play/848.m3u8
广东珠江,http://iptv.cqshushu.com/migu.php?pid=gd_gdzj&token=263b9cc89eb51ce670b1043b52f2b2d3
广东珠江,http://iptv.cqshushu.com/gdtv.php?id=gdzj&token=263b9cc89eb51ce670b1043b52f2b2d3
广东珠江,https://hk.188766.xyz/?migutoken=69a99440b23c22ec3412eda7f4837f7e&id=gd_gdzj&type=sz
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8
广东珠江,https://live.catvod.com/live.php?id=zhujiang
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,http://lu.wqwqwq.sbs/itv/2000000003000000033.m3u8?cdn=hnbblive
广东体育,http://43.251.226.89:8080/play/773.m3u8
广东体育,http://43.251.226.89:8080/play/752.m3u8
广东体育,http://iptv.cqshushu.com/migu.php?pid=hk_gdty&token=263b9cc89eb51ce670b1043b52f2b2d3
广东体育,http://iptv.cqshushu.com/migu.php?pid=gd_gdty&token=263b9cc89eb51ce670b1043b52f2b2d3
广东体育,http://iptv.cqshushu.com/gdtv.php?id=gdty&token=263b9cc89eb51ce670b1043b52f2b2d3
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8
广东体育,https://hk.188766.xyz/?migutoken=c8921a4b25be4bfd795c97cb5ce39cb8&id=gd_gdty&type=sz
广东体育,https://hls-gateway.vpstv.net/streams/476954.m3u8
广东体育,http://r.jdshipin.com/LiYdg
广东体育,http://cdn2.132.us.kg/live/gdty/stream.m3u8
广东新闻,http://43.251.226.89:8080/play/849.m3u8
广东新闻,http://iptv.cqshushu.com/migu.php?pid=gd_gdxw&token=263b9cc89eb51ce670b1043b52f2b2d3
广东新闻,http://iptv.cqshushu.com/gdtv.php?id=gdxw&token=263b9cc89eb51ce670b1043b52f2b2d3
广东新闻,https://hk.188766.xyz/?migutoken=c1330578215f53dbedab40e07ba2fef4&id=gd_gdxw&type=sz
广东新闻,https://hls-gateway.vpstv.net/streams/708873.m3u8
广东卫视,http://iptv.cqshushu.com/migu.php?pid=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3
广东卫视,http://iptv.cqshushu.com/gdtv.php?id=gdws&token=263b9cc89eb51ce670b1043b52f2b2d3
广东卫视,http://iptv.huuc.edu.cn/hls/gdhd.m3u8
广东卫视,http://3501776.xyz:35455/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,http://lu.wqwqwq.sbs/itv/1000000005000265034.m3u8?cdn=ystenlive
广东卫视,https://hls-gateway.vpstv.net/streams/476914.m3u8
广东卫视,https://zby.130519.xyz/PLTV/11/224/3221225731/index.m3u8
广东民生,http://43.251.226.89:8080/play/850.m3u8
广东民生,http://iptv.cqshushu.com/migu.php?pid=gd_gdms&token=263b9cc89eb51ce670b1043b52f2b2d3
广东民生,http://iptv.cqshushu.com/gdtv.php?id=gdms&token=263b9cc89eb51ce670b1043b52f2b2d3
广东民生,https://hk.188766.xyz/?migutoken=771298d6fbf54b345408943c5c2fd189&id=gd_gdms&type=sz
大湾区卫视,http://43.251.226.89:8080/play/853.m3u8
大湾区卫视,http://iptv.cqshushu.com/migu.php?pid=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&token=263b9cc89eb51ce670b1043b52f2b2d3
大湾区卫视,http://iptv.cqshushu.com/gdtv.php?id=dwqws1&token=263b9cc89eb51ce670b1043b52f2b2d3
大湾区卫视,http://3501776.xyz:35455/itv/1000000002000011619.m3u8?cdn=ystenlive
广州综合,http://iptv.cqshushu.com/gddf.php?id=gzzh&token=263b9cc89eb51ce670b1043b52f2b2d3
广州综合,http://r.jdshipin.com/iR6Gq
江门综合,http://iptv.cqshushu.com/gddf.php?id=jmzh&token=263b9cc89eb51ce670b1043b52f2b2d3
深圳卫视,http://iptv.cqshushu.com/gddf.php?id=szws&token=263b9cc89eb51ce670b1043b52f2b2d3
深圳卫视,http://iptv.huuc.edu.cn/hls/szhd.m3u8
深圳卫视,https://smart.pendy.dpdns.org/Smart.php?id=shenzhen
深圳卫视,http://z.b.bkpcp.top/m.php?id=szws
深圳卫视,http://3501776.xyz:35455/itv/1000000005000265028.m3u8?cdn=ystenlive
深圳卫视,http://lu.wqwqwq.sbs/itv/1000000005000265028.m3u8?cdn=ystenlive
深圳卫视,https://hls-gateway.vpstv.net/streams/476913.m3u8
深圳卫视,https://zby.130519.xyz/PLTV/11/224/3221225728/index.m3u8
汕头综合,http://iptv.cqshushu.com/gddf.php?id=stzh&token=263b9cc89eb51ce670b1043b52f2b2d3
